Unnamed: 0,Review,place
,Main beach of Vizag,RK Beach
,"Beach is the main and most popular beach In Vizag. Clean, well maintained. Various types of food are available. But most important is the beach is not recommended for swim.",RK Beach
,very clean and calm beach in midst of the city.,RK Beach
,Its a very clean and well maintained beach. Lots of eateries around. Must visit the Submarine on the beach.,RK Beach
,Gud,RK Beach
,"It's a gud place to hangout with friends, family and children. Well maintained area, gud for evening walks with a pleasant breeze hitting your face makes u feel rejuvenated",RK Beach
,Nice Beach,RK Beach
,Its a good beach but mostly crowded place. Visit in odd hours to get best of this place. Some good food stalls nearby. Best place to have an evening walk in Vizag.,RK Beach
,Good beach,RK Beach
,"Evening walk along the beach was awesome !! This is in the center of the city and
in the morning we went and played in water for almost 2 to 3 hrs. It was fun.
But the beach is not that clean compared to rushikonda beach.
But we thoroughly enjoyed as we were group",RK Beach
,Clean beach,RK Beach
,"A lovely place to hang out on weekday evenings. The beach is rocky , so would not recommend swimming there. There are enough food stalls around selling dosas to ice cream",RK Beach
,Clean well maintained and friendly beach,RK Beach
,"They have really made it the place to be in mornings and evenings. Fantastic to walk along with the sound of waves and a gentle breeze blowing.

In the morning, a part of the road is made traffic free from 5 am to 7:30 am. On Sunday's, it is till 9 am. And saw a couple of blood testing stalls in the morning.

In the evening, plenty of people walking on the wide footpaths (about 10-12 feet wide). And a bhelwala, kulfi cart every few meters. And women roasting corn (makai) with lemon and spice are present all along, tempting you with the tasty snack. Also saw a few handcarts selling Chinese and other dishes.",RK Beach
,Excellent Recreation,RK Beach
,It is a very beautiful township beach of Eastern India. The credit for its beautiness totally goes to VUDA. Also the peoples of Vizag have an awareness of neat and cleanness. When you travel along the beach road it feels like you are in foreign country. I think it is the best recreation point of Eastern India.,RK Beach
,very nice beach,RK Beach
,very nice beach and its neat and clean its near hotels we will get many food items there it is traveling purpose its very nice,RK Beach
,Not hygenic,RK Beach
,"This is not a great beach, not maintained well at all. It has a lot of small shops, everyone contributing to the un clean sands.",RK Beach
,Nice beach,RK Beach
,very nice place.people of vizag & travellers gathers here in the evening.many food stalls.nice people.love vizag very much.everyone should go.call me for any further help..for travellers-9614765793,RK Beach
,A clean beach for a pleasant walk!,RK Beach
,"Its about 4 kms from the city center and there are many buses from the RTC bus complex to the beach. Its a clean beach. Due to the high currents in east coast, Swimming is prohibited , still you can take a dip ! :) This is one of the unexplored tourist destinations and visit this place before it gets thronged by tourists. I see a very high possibility for Vizag to become a Beach destination next to Goa (I personally prefer the former :P ) ! If you're an early riser , Do not miss the sunrise. The clouds are generally clear . Its a great place to walk with foot path provided . The food was not very good compared to other beach food like Goa , Mumbai , but there is still room for improvement. I really loved the place. Will come back for sure. Its a little crowded on weekend evenings. Its perfect for early morning visit.",RK Beach
,most popular beach at vizag,RK Beach
,This is the most popular sea beach at vizag area. not so crowd but not very clean too.Some good beach view hotels are also there for stay.,RK Beach
,A clean sea front,RK Beach
,RK Beach is basically sea front however at couple of places it provides the beach facility too but not so sure that it can be used for beach activities. The sea front is wonderful & thanks to the people of Vizag & municipal authorities who have kept it maintained & cleaned. The other side of the road provides ample opportunities indulge with food & beverages. There are lot of parking facilities so no bothering of parking pain. On the beach road INS Karsura as well other attractions are also there,RK Beach
,Veey nice,RK Beach
,Its a very gd beach .and clean .bt u cant take sawar here .tarvel time is winter best time .road site view is very gd,RK Beach
,Most popular beach of Vizag City,RK Beach
,"Its located very close to the city and you will get all types to transportation to reach there.People come to relax and spend some time with there family in evening.

INS Kurusura submarine museum and Victory war memorial is also very close by to this beach.",RK Beach
,Good place,RK Beach
,Nice place for all in the morning & evening also . Morning walk in the beach road is excellent . Evening is best .,RK Beach
,best beach in Visakhapatnam,RK Beach
,This is one of the best beaches in Varanasi. Known as R K Beach and gives the best view of the sea. you will also get a glimpse of the port.,RK Beach
,Beautiful beach,RK Beach
,"Actually i visited vizag before once and this time it is for IPL match. On that time first we went to beach and we spent around 4 hours in beach , we played in water. I love this place and I will go again and again",RK Beach
,No Swimming,RK Beach
,"Very rough waters, could not swim, needs upkeep.
the evenings seem nice, lots of people,
quaint food shops- not sure of the quality",RK Beach
,One of the great beaches,RK Beach
,"Its an awesome experience visiting Vizag and in that R k beach it is a captivating beach. There are plenty of beaches in and around Vizag...rushikonda, bheemili, etc.,
In my trip Vizag looked very clean and beaches and city view from kailasgiri is fabulous. Don't miss city night view from kailasgiri and also trip to Araku if you planned to go to Vizag",RK Beach
,Amazing!,RK Beach
,Its the best place to be in mornings between 6 to 8. The entire place is restricted for vehicles. Only cycles are allowed and will be provided there if needed. Apart from mornings this place attracts constant crowd everytime of the day.,RK Beach
,Nice beach,RK Beach
,"Rama Krishna beach was located near to our hotel The Park.we found this place perfect to enjoy swimming in the sea.we enjoyed a lot there.attraction of this place is small stalls which were selling small items made by sea shells.
Location is awesome and reminds me the Marine drive of the Mumbai.",RK Beach
,What a beautiful beach.,RK Beach
,"The cleanliness of the beach is excellent. I give thanks to the AP Govt. for the beautification and the cleanliness of the beach. The beach is wide and all types of snack are available is there. The sitting arrangement at the roadside as well as towards the beach is very good. I think every morning walker of the city and traveler loved this place. Everyone should go everyday at evening at this beach. You can stay near beach. The traveler are suggested to trye sweetcorn at this place, it is very good and reasonable.",RK Beach
,Very Good Beach,RK Beach
,A walk along the RK Beach is amazing. Its clean with good footpaths. Less pollution and amazing view. Its either morning or evening just walk or run.,RK Beach
,Regular visits,RK Beach
,"A beach very close to the beach road, A place every one can visit to spend some good time with family and friends...",RK Beach
,Good to walk and sit,RK Beach
,"RK beach is the most happening place of Vizag . It is a place for relax and relish traditional Andhra snacks like Muri, bajji masala etc also attractions for kids and children's. I advise for visiting during evening. Parking for vehicles are available. It's 3kmlong stretch is Enjoying moment for walking. It well connected by city buses from all tourist places . Above all it is well maintained and excellent lighting .",RK Beach
,A Treat to the eyes ... A Beauty Galore ... Sit on the Chairs ( Cemented) or walk along the beach in the early m,RK Beach
,"A Treat to the eyes ... A Beauty Galore ... Sit on the Chairs ( Cemented) or walk along the beach in the early morning and in the late evenings and enjoy the Coool Breeze and experience the Beauty of the Nature . unforgettable Moments.
Specially Visit in Winters (Nov to till coming Feb) ..
Has Vuurgin Beaches Neat & Clean.
WARNING:::::::::::::::
But Donot venture into SEA as it is very very tricky with Sea currents .",RK Beach
,Leisure Trip,RK Beach
,"Clean beach, close to down town, not very congested, ample parking areas nearby, good eating places in close vicinity",RK Beach
,Maximum visited beach in vizag,RK Beach
,"All tourists must visited spot, you can spend time in beach area. Maximum touriest attractions nearer to this beach.",RK Beach
,"Good beach, can improve",RK Beach
,"This blue and green water beach is very attractive among locals. Since the water levels are deep, swimming in prohibited. The beach requires better development than what it is since the stretch is separated into parts. But overall the beach keeps the city even more lively.",RK Beach
,Scenic beach,RK Beach
,Beach with long marine driving. Good chat items and gift articles of shells available. Each to reach by public transport. Restaurants are there with good food. Common toilet is available,RK Beach
,"Bustling, bubbling, beautiful beach",RK Beach
,"Right at the center of seashore of Vizag, there is this wonderful beach and strand - like the 'marine drive' in Mumbai or 'Swargadwar' of Puri. It is the jewek in the crown of Vizag.
Right from 5am,when the morning walk brigade come, and vehicles are restricted, till midnight, this place is buzzing with people.But it doesn't get over-crowded, mind you.
There are a number of other tourist points , like the submrine(2-7pm) Aquarium(9am-9pm) , War memorial, Chilcren's Park , Kali-Mandir and numerous eateries on the beach road adjacent to RK beach.
Bathing is done here, should be done with caution, swimming is not advisable here - for that matter on any beach of Vizag, because of sudden slopes and rocks !!
So attractive this is, we stayed at ;Nirala Saikat' a simple hotel, in a small room without attached bath or AC - just to be able to sit in the small balcony and look out at the sea from very close.(There are a few homestays, some of them visible on internet - otherwise the high priced ones like Novotel or ITC Welcomgroup type hotels)hotels)
Wonderful experience !!",RK Beach
,very nice beach,RK Beach
,Wonderful beach................we could see it from our hotel room. Some places are rocky...and most of the places...they say its dangerous to take bath...,RK Beach
,"""Marine Drive"" of Vizag",RK Beach
,This is the main attraction of Vizag. You have a long beach road - well lit and filled with decent upmarket crowd. Avoid weekends though. During weekends you get to see too many people who have no clue what Tripadvisor is. You know what I mean!,RK Beach
,Vibrant Place,RK Beach
,Must visit place in Vizag. Go in the evening due to higher temp in day time. Enjoy walking on pathway,RK Beach
,very nice place,RK Beach
,this is very nice place to visit the locations. my family is very happy. i planing to come again to this place,RK Beach
,good place,RK Beach
,"very nice long beach, very clean, spent both day and evening in the area, evening was very beautiful. full of crowd.",RK Beach
,Good place !!!,RK Beach
,We stayed closer to RK beach. The place looked neat. But the waves were rough. You cant enjoy the water like other beaches. Better to be cautious. There are parks available for children also. Neatly maintained.,RK Beach
,Famous Beach in vizag,RK Beach
,"Itz a famous beach in vizag ...

Family spot ..

Night view of roads are awesome...

Can enjoyed alot ...",RK Beach
,Another fine evening at RK Beach,RK Beach
,"Perhaps the first thing one gets innmind when u look at vizag. It's a normal spot filled with families, friends, couples on weekends. You can enjoy a long chit chat with your loved ones relishing the famous hot momo's nearby or Bajji mixture, Quality Walla's and the serenading sea breeze on a Sunday evening with heavy royal enfields and people from every walks of life filling this place.",RK Beach
,Good location & good view but crowded,RK Beach
,Thia beach is famous & well connected from bus stand & rail station. But it is too much crowded. But must see one.,RK Beach
,Nice beach,RK Beach
,A very cool and place to visit the beach and enjoy the tides and the surrounding also very good to see and very attractive,RK Beach
,A crowded beach.,RK Beach
,"There are many beaches in Vizag but this one is the most crowded as it easily approachable.Moreover, the popular tourist attraction of submarine museum is located here.It gets its name from Ramkrishna Mission Ashram which is located on the bank of the beach.The day we went PV Sondheim was being given a felicitation and sand art Sindhu was created on the beach.This beach, being full of boulders is not fit for swimming.",RK Beach
,Good for a stroll,RK Beach
,"Abutting the beach is a main road that doubles in as a promenade. Can't have a better place in the city for an early morning jog enjoying the sea breeze. All along the beach, there lies many attractive places like the naval museum, Ramakrishna mission, Victory at sea monument and more.",RK Beach
,Popular but filthy,RK Beach
,This is a popular spot. The beach was filthy with garbage everywhere. No dustbins.The shops on beach need to be organised. Food being eaten and the waste thrown on beach.,RK Beach
,Best views along Vizag Marine Drive....,RK Beach
,"An excellent beach along the coastal line of the city of Vizag comprising of children's parks, hotels, amusement centers, submarine museum, roadside food carts and a huge gathering of people on the weekends. A very very happening place of the city. Roads are very well maintained by VUDA with Ramakrishna Mission and Kalimata Temples near the center part of it. Overall a nice place to walk by....",RK Beach
,Dirty beach,RK Beach
,Really dirty beach full of garbage. Cant say that we enjoyed at the beach. I Dont even dare to touch water. People should be responsible and be aware of the garbage they are throwing all around.,RK Beach
,Clean beach with a submarine,RK Beach
,"Its a very neat and clean beach and this is where the submarine is. So if you wanna visit the submarine, which is a must watch, you will ultimately be visiting this place.",RK Beach
,"one of the nice beaches i have even visited, to be honest i havent seen any andhra beaches other than nellore",RK Beach
,"one of the nice beaches i have even visited, to be honest i havent seen any andhra beaches other than nellore",RK Beach
,Beach road and stuffs to eat,RK Beach
,"If you are coming from west coast area, where beaches are easily accessible, you will feel disappointed here. Water here is dangerous, beaches are dirty with city's effluents, possibly ports' effluent, garbage. Taking a stroll on beach road is awesome. The view of water splashing on the stone structures looks good. Beach road, parks, walking tracks are well done and well maintained. eateries are good enough and they try to keep the surrounding clean. appreciated that.",RK Beach
,Excellent,RK Beach
,"It is the most popular beach of vizag, lot of tourist gather here, wide range of hotels available in front of beach.",RK Beach
,Good evening time pass spot,RK Beach
,A very nice spot to spend evenings. Good place where you can get hot snacks to eat in that cold breeze.,RK Beach
,Disappearing beach,RK Beach
,The beach looks like it's reduced or disappeared each time I see it. Looks like global warming is playing tricks. Sit on the wall or sand but do not get into the dangerous waters.,RK Beach
,Excellent Beach and Well Maintained,RK Beach
,If you are in Vizag do not miss to visit R.K Beach in the eveninig hours . Beach is nicely Maintained and is perfect place to spend your evening,RK Beach
,EVENING TIME IS GOOD,RK Beach
,"Good at early evening before sunset for viewing and playing with kids.
Peace of mind after sunset.
Nice view of ocean at early morning.
Excellent place to visit.",RK Beach
,Cleanliness is the Word,RK Beach
,The most clean beach i have visited in quite a long time.. The beach road that marks the outline is quite a stunning feature with marble paved sitting place.. BEAUTIFUL..,RK Beach
,RK beach- heart and soul of Vizag,RK Beach
,"For me, In Vizag you can spend all your life at 3 places. Andhra University, Jagadamba theatre and RK beach. This is the soul of Vizag with morning joggers and evening walkers, The couples, the children the youth the elderly the hawkers. This is for everyone. The most happening place, and you've Varun Inox shopping and movies, The Novotel, the Gateway hotel, The Park hotel, the palm beach, INS Kursura- submarine museum all over here. Don't miss this lovely place.",RK Beach
,RK Beach one of the best beaches in India.,RK Beach
,"The prawling pollution very well maintained beach is the prime attraction of vishakhapattam. Railway Station,Bus Stand, Main Jagadamba Market all near by.",RK Beach
,Best Beach in Vizag,RK Beach
,"a must visit place if you are in vizag, this is the best clean beach in vizag. good to visit in early morning and enjoy bay of Bengal ..",RK Beach
,Just for walks,RK Beach
,"Frankly there is nothing much u can do here than take an evening stroll and try out some average road food.
The whole city flocks here on weekend but they can surely do much more to make the place attractive enough",RK Beach
,Lively Beach,RK Beach
,"RK Beach is a lively place to hang around in the evenings specifically, you will get the local food on the pavement at a reasonable price,",RK Beach
,marine drive on MVR bikes is just awesome,RK Beach
,drive the complete beach strip on the new pulsar 150 cc rented from MVR BIKE RENTALS. The drive was justt too good. One should definitely try. Specially with the loved once.,RK Beach
,Beautiful Serene Beach,RK Beach
,"Beautiful beach along Arabian sea coast.
Well lit and lively in the evenings. Nice street food at night.
Calm in the mornings.",RK Beach
,Spend good time,RK Beach
,The beach is quite popular with locals and tourists. There is a RK mission nearby. Visiting both are are awesome.,RK Beach
,"beach, food n hang outs",RK Beach
,"the only beach in vizag, but there are many at the outskirts,
lodges are available near the beach,
many bengali restaurants,",RK Beach
,Happening place of Vizag,RK Beach
,"We went through the R.K.Beach (Ramakrishna Beach). By Sunset, we were in R.K Beach and were enjoying the sea views. The beach is approachable in certain areas and rocky in few places. The whole length of the beach is maintained very clean and excellent. There are statues for prominent national and historical people; small parks and road side eateries.",RK Beach
,Good beach,RK Beach
,"Rk beach is one the good beaches in visakhapatnam because it is well surrounded by many hotels and lodges and also so many eatables in this beach area,",RK Beach
,"Nice place ,but lots of crowd.",RK Beach
,I keep visiting it often was I am from a nearby place.It's got good views from hill tops. Check it that way.,RK Beach
,Average beach within the city,RK Beach
,The beach is within the city with a road going adjacent to the beach for nearly 5 kms with the beach on one side and residential buildings on the other side. There is not much sand and one has to walk / sit on the footpath. Being within the city it gets crowded in the evening. However it is a good place to spend some time.,RK Beach
,Happening place in Vizag,RK Beach
,Rama Krishna beach is one of most happening place of Vizag. The beach is well maintained and clean and lot of people come here in evening to enjoy the natural beauty. The beach has so many eateries as well. The place is well connected through public transports.,RK Beach
,Beach at night,RK Beach
,"We visited the beach well after dark and found it well lit with several high mast lights. A lot of people were enjoying the evening there. The beach was reasonably clean. We walked around a bit seeing the waves. The walking space gets a bit constrained in the area where there are stalls selling sea shells and products made from them. We had no problem getting an autorickshaw on the beach road, which, like several roads in Vizag, was very clean and nice.",RK Beach
,Most enjoyable place in vizag,RK Beach
,"When we go to vizag in weekends we definitely visit R.K beach. It is very pleasant in the evenings. This beach is well developed . For sitting and walking in rk beach is very good. We can spend hours easily here in the beach.
Food and shopping is also good in beach area.",RK Beach
,Best Beach,RK Beach
,One of the best beach in vizag and must visit place in vizag there is no proper maintenance and snack item are good,RK Beach
,Best beach of Visakhapatnam,RK Beach
,"This is the best beach in Visakhapatnam. The beauty is in the evening with cool breeze, slight traffic, heavy crowd, small shops all around, people relaxing on the sands, playing games, One side is the sea and the other side is the big apartments / offices.",RK Beach
,Perfect Beach View,RK Beach
,"The RK beach is worth watching and perfectly blended with ample space for people to site and relax. Also loaded with 5 star hotels like Novotel, Gateway etc. with lots of good restaurant in and around. But Sea water looks polluted.",RK Beach
,site seenig,RK Beach
,"The beach is very special at Vizag. Nice location, pleasant sea, You can spend a lot of time by hearing wave sounds",RK Beach
,No good in any way,RK Beach
,"Waters are dangerous to step in, to say the least. Beach is abruptly steep within few meters of its shore waters. Sand is dark (owing probably to deposited mineral salt ashore). You will find few city drains emptying into the sea not far off from public beach points. Beach looks crowded not only by tourists but also by numerous make-shift shops selling food items or sea shells. The only way to enjoy this beach is to walk along the pavement. The nearby Kali temple and Ramakrishna mission temple are worth a visit.",RK Beach
,Imperfect beach condition is compensated by beautification and development,RK Beach
,"If you are in Visakhapatnam as a tourist, you must have visited the Rama Krishna Beach (R K Beach) more than once! It is the tourist hub of the city – no matter whether you want to visit any tourist attraction or wish to have a sumptuous dinner, or just want to enjoy watching the waves in the blue sea – you must come to R K Beach every time.

If you are in Vizag (not visiting any attraction outside the city), R K Beach is a must visit destination in the evening. Not only the tourists, you will find plenty of locals flocking into the beach area during evening. There are several small shops/stalls along the beach, which could be the perfect place for your evening snacks.

As a beach, R K Beach won’t score well. It is not exactly the beach that you would think of when considering a beach vacation. The beach is not even suitable/safe for swimming. The beach is not clean and a bit muddy as well in some parts.

However, the imperfect beach condition has been compensated by proper beautification and development throughout the beach area. The all of the Marine Drive has been nicely developed. The road condition is just perfect. There are several parks and sitting areas developed throughout the beach area. A number of restaurants and shops are there as well.

In the R K Beach area, visit the INS Kurusura Submarine Museum (a must visit), Visakha Museum, Matsya Darrshini (aquarium), VUDA Park, Kali Temple, Victory at Sea (war memorial) etc. If your place of accommodation is not at the Beach Road, you can reach R K Beach from any part of the city by bus, auto rickshaw, or cab. Just for your info – the hired cab services like Ola and Uber are available in Visakhapatnam – you can use these to visit different tourist attractions in the city and outside.",RK Beach
,Must vist,RK Beach
,If u are In vizag u must visit ones to rama krishna beach eat local chats u can t swim their love the place,RK Beach
,Great night life..,RK Beach
,Visited the place at night 11 30 on a full moon day and it was very lively with a decent crowd even at that time.,RK Beach
,Wide beach with superb view,RK Beach
,The Rama Krishna (RK) Beach is named after the nearby Ramakrishna Mission Ashram located across the Beach Road. It is one of the most popular beaches of Vizag. The beach is relatively clean and maintained; but swimming at RK beach is very risky. There are lot of eating options on the wide beach road. A nice place to sit and enjoy the sea view.,RK Beach
,Best place to relax,RK Beach
,"Best place to relax by hearing the sound waves,feel the nice breeze,The curve shape of the sea shore is good for photography,",RK Beach
,visakhapatnam beach was looking beautiful,RK Beach
,visakha city people was every evening number of people visit every day and every mint bus convert and transport convert,RK Beach
,Nice to Visit in evening,RK Beach
,Nice to Visit in evening hours. Within city with very nice view. A bit danger so avoid if it is raining.,RK Beach
,Visakhapatnam's Beauty,RK Beach
,Very Very Excellent beach with a big parking facility for tourists.Really it is good to visit RK beach food items are available with good quality and near by Novotel Hotel is there inside Inox is there.So its very comfortable for tourist to stay near and visit RK beach.Sea view is good.and for children there is park developed by Novotel to play and sit peacefully there.No need to worry for parking.Best time to visit Early morning and Evening after 5pm .,RK Beach
,Most famous place in vizag.,RK Beach
,It is better place to enjoy with the friends and families and many of the programs are conduct here and park near this beach also good. Many of the freedom fighters statues we can see here.,RK Beach
,Good Rocky Beach,RK Beach
,"This beach was closest to our Hotel and we had a private entrance to the beach. Beautiful waves, get to see the big ships sailing to and from the Vizag harbour and small fishing boats.",RK Beach
,A city beach,RK Beach
,"It's a lovely beach to dip your feet in water, walk along the beach, watch kids playing beach volleyball, cricket.

Sit in any of the small food joints, sit along the beach and just relax.",RK Beach
,Vizag trip,RK Beach
,"Rama Krishna beach is also called as RK beach as a short form. It's is located 6-7 km from vizag railway station. Once u reach RK beach you can also visit 1971 war memorial at sea, submarine museum, matasya(fish) aquarium etc. There is a road next to the beach, the best time to reach this beach is in the evening time. It is pleasant. There are eatable shops around it. It's called Rama krishna beach because opposite to beach it has the rama krishna ashram. A must visit beach and very famous too. You can hang out here till late midnight. There is a bike parking in the middle of the road.",RK Beach
,"Clean, and lovely",RK Beach
,Beach is maintained very clean. Access road is good. Rice place to relax and chill. Must go if you visit the city,RK Beach
,Always Favorite,RK Beach
,Great place to visit once you love Nature. this is one among the fantastic place to visit. Just go and seat in front of the beach. Seating platform is made by side the road across the beach.,RK Beach
,One of the best beaches in india..proud to say..,RK Beach
,RK beach is one of the best beach in india with cleanliness and gud hotels opposite to beach. Even cricketers felt love with vizag beach. many have applauded the development. After hud hud it was more developed. Must visit place in vizag...,RK Beach
,Great place to cool off,RK Beach
,It is one of the places in vizag where you can lose yourself to the nature and spend couple of hours sitting at the sun basked beach and doing nothing !,RK Beach
,Not so good experience,RK Beach
,"Today I was there and the irritating part is you find guys clicking your family pics without your permission and location is not safe to get into water. Good for nothing just a walking track that too be cautious about the kinda guys I said who just walk around clicking pics

Saving grace can be a temple, Aquarium and museums.",RK Beach
,Rama Krishna Beach with parks,RK Beach
,Rama Krishna Beach with children parks nice place to visit in evening. No of parks and small ice cream shops present. it is in between kalitemple to vishakha museum.,RK Beach
,Great place,RK Beach
,This is a must visit place in Vizag. We stayed at the hotel on the beach and went for a stroll in the evenings. I went for a run in the mornings and was happy to find that this road is blocked for traffic till 7.30 am so that citizens can use it for leisure activities.,RK Beach
,great place,RK Beach
,Great place to visit with family......! Best tourist place of Visakhapatnam......! Good place to visit in weekends.….!,RK Beach
,So beautiful,RK Beach
,"One of the longest beaches in INDIA,and famous beach in Andhra Pradesh,a very good beach with many facilities nearby,one of the most beautiful places in vizag,",RK Beach
,Night view,RK Beach
,"Awesome weather, relaxing..... Nice breeze around, small waves under moon light. Best place of vizag.",RK Beach
,A lovely place to visit especially in the evening,RK Beach
,"A visit to Vizag is not complete without visiting the famous Beach Road and the longest beach -RK Beach. It is a long beach stretch where one can spend a lovely evening. You can walk along it, do some shopping from the numerous shops on the beach especially at the end near the bus stand and of course enjoy the sea. The place is beautifully lit up in the evening and one can spend a long time watching the sea and waves and also the Dolphin's Nose.",RK Beach
,Bay Marina of Visakhapatnam,RK Beach
,"One of the most popular tourist destination of Visakhapatnam, the R. K. Beach provides a panoramic view of the Bay of Bengal and is ideal for a stroll or jog in the evening or early morning hours. Not an ideal beach for swimming, can enjoy frolicking around in the surf breaking on the sands to wet the toes. Must not be adventurous and venture into the sea.Soak in the ambience of a balmy evening by walking down the promenade and visualize the beautification process by the civic authorities or explore some interesting eateries.",RK Beach
,Paradise on earth,RK Beach
,its beautiful very clean beach and gives competition to Mauritius/male beaches . one can enjoy and it was without rush this time of year,RK Beach
,Peaceful Walk on the Beach,RK Beach
,My suggestion is to awaken early and take a walk on the beach. On an early morning walk I came across timbers that are fastened with rope and used as a boat by local fishermen.,RK Beach
,interesting,RK Beach
,"vast beach, interesting to sit and watch people as usual not much to do in terms of water activities.",RK Beach
,RK Beach most happening place in Vizag City,RK Beach
,It is very attractive place in Vizag city and it is a perfect place to spend your evening in Vizag city. Can enjoy Nice Walking path and nice Beach view.,RK Beach
,famous beach in vizag,RK Beach
,Ramakrishna Beach is famous beach in visakhapatnam.bay of see is very clear and the beach is good for morning wall and enjoyable evenings.,RK Beach
,r.k best view of ocean,RK Beach
,"been hear on sunday morning...the view from this place is fantastic...great place to have selfies,pics...no proper hotels hear though...u need to to mvp",RK Beach
,jewel of east coast,RK Beach
,"Iconic beach of Visakhapatnam.The beach is well connected with the road transport facilities. Famous fast-foods, free Wi-Fi are available.",RK Beach
,Walk along!,RK Beach
,Nice for walking along the beach in morning and evening on the footpath. It's dangerous to walk on the sand. Road is closed to traffic in the morning for traffic. So find people both young and old on the road enjoying.,RK Beach
,Peaceful city,RK Beach
,One thing we should see when we visit Vizag is RK beach where we can have some nice sea food. At beach road we have an aquarium where we can see a lots of varieties of water species.,RK Beach
,Rama Krishna beach,RK Beach
,Rama Krishna beach is a fantastic tourist attraction for young ages. You can stay at APDTC resort and enjoy 2-3 days.,RK Beach
,rishikonda,RK Beach
,"Nice place to relax, but not much of facility is available during rainy days. APTDC resorts are very close.",RK Beach
,A natural beach.,RK Beach
,As tourists started increasing pollution also started increasing. The beach is littered with disposable cups and plastic packings. Many institutes have done voluntary cleaning of this place but not able to instill cleanliness in the minds of hawkers and users. Summer Sundays are always crowded and noisy. My sincere request to people visiting this place is - PLEASE DO NOT GO INTO THE WATER. These are dangerous waters and many people have drowned here. It will be a great tragedy if you come from some other state and lose your life here.,RK Beach
,Had a nice evening,RK Beach
,I visited this place in June 2016 with my wife on our first marriage anniversary. We were there in evening . The atmosphere was good .It was a memorable evening .It is very near to our hotel. But the beach is bit dirty . People eat street food and litter there .,RK Beach
,The beach was extraordinary,RK Beach
,"I and my friend Karthik went to the beach and enjoyed, the water was not so good , it was dirty and the crowd was heavy at the beach, we enjoyed eating moori mixture and ice cream",RK Beach
,Beach for All,RK Beach
,"It was one of my biggest dreams to visit a Beach and Sea. This came true with this Beach. First ever beach I've ever visited. So, I can't compare this beach with any other. My experience with the beach is pretty awesome. This beach is exactly opposite to my hotel. The beach is well spread across the sea. Early in the mornings, the Sun rise is as beautiful as it can be. In the evenings, the crowd will be too much. The maintenance is not that good as there were few flowers and other things which irritate at times. Overall my experience with this beach is awing!! The place becomes thronged towards evenings and on weekends.",RK Beach
,Lovely beach,RK Beach
,Lovely beach with silversands and neat and clean. One can spend hours of leisure in the beach with evening cool breeze,RK Beach
,Good beach,RK Beach
,Main attraction in vizag.Once upon a time a very calm and peaceful beach now it is commercialised.Close to 4 km from city centre and nice to spend evenings here with good breeze.Many posh hotels and colonies near to this beach.Must visit on a vizag trip,RK Beach
,Beach to Reach,RK Beach
,"It was a dream desire to reach out, stretch my arms in the morning dews of the Rama Krishna Beach of Vizag. This clean and well maintained beach is marked for the maintenance and upkeep by the municipal authorities of Andhra Pradesh.
Be it a party Vibe scenario, or the feel of surfing that comes with the sea gulls, this stretch of the sea, makes it a memory to take away when one reaches by the bay. All the age groups are covered, from morning routines at the yoga village or the Novetal dinner delight. Vuda park houses the best of the recreational acumen for one and all.
Submarine fever to the bright and coloured fish viewing experience the popularly named RK Beach is a delight for kids and elders.

I had been on a vacation to the city, ever morning a walk down the beach made a pleasant start on my bike. Breazing winds, tinkling rains, huge cyclonic waves and road side vendors add to the colourfulness of the location, that one rises between the sleep and wishes to reach to the beach yet again and again.",RK Beach
,Famous Beach In Vizag,RK Beach
,The beach road has number of Restaurants it is accessible via various public transportation it is just 5 Km From the Railway station but this beach is not safe for swimming,RK Beach
,Nice view,RK Beach
,"Good beach , well maintained, you can roam along the beach.
Breazing wind , side walk is favourable.
There are lot of restaurants in front of beach to eat & enjoy the evening.

Must see, if you are in Vizag",RK Beach
,One of the famous beach,RK Beach
,It is the best beach present in south india according to me.But the place is not clean.GVMC should take care of this acivity,RK Beach
,nice beach.,RK Beach
,I recommend to visit this beach in the evening. we enjoyed a lot among ourselves. this is a very nice beach.,RK Beach
,Over rated,RK Beach
,I visited this beach long ago with my friends. It was very crowded. There wasn't proper lighting arranged in the evening. But as a beach its good. One can find some peace looking at the waves and vast ocean.,RK Beach
,beachhhh,RK Beach
,good place for recreation...lovers spot...foood place...nice location...neat roads...we find many leader sstatues..,RK Beach
,Refreshment Guaranteed...,RK Beach
,"Refresh yourself by taking a quiet stroll alongside the beach. Well, the scenic view while entering the beach through the road beside Taj is truly mesmerising. The blue waterscape scene is truly a memorable sight for first time visitors..",RK Beach
,Nice,RK Beach
,Good beach road connecting a great distance..lot of crowd all most all evenings...many spots like the submarine...naval museum...aqurium etc are on the close distance,RK Beach
,Relaxable walk along the sea,RK Beach
,In whole vizag this is place where you can have relax by simply sitting seeing the sea it is nice.The long costal line make every one to walk along it in day time it is not so much crowded but in evening it is very crowded and the view was spectacular nice place to spend time with loved ones,RK Beach
,Well maintained beach,RK Beach
,"Although I don't find this beach good for a bath, but it is very well maintained in terms of infrastructure. A nice place for evening hang out, enjoying street food.

I wish our Puri Beach is so well maintained like RK beach.

Thanks
Manish",RK Beach
,Long and relaxing walk along the sea,RK Beach
